work_group_id	review_path	source_anchor	thread_count	claim_group_count	pull_request_count	merged_pull_request_threads	closed_pull_request_threads	open_pull_request_threads	current_threads	outdated_threads	oldest_thread_created_at	newest_thread_created_at	representative_thread_id	classification_state	next_action
work-r3v-native-memory-c-r3v-getbuffermemoryrequirements2-vkdevice-device-3b76262aa4d2	src/amd/r300/vulkan/r3v_native_memory.c	r3v getbuffermemoryrequirements2 vkdevice device	1	1	1	1	0	0	1	0	2026-08-23T21:44:26Z	2026-08-23T21:44:26Z	PRRT_kwDOR3YK5M6biWGm	unassessed	inspect-current-main-and-history
work-r3v-native-transfer-ops-test-c-original-line-169-8a9f3e2f621e	src/amd/r300/vulkan/tests/r3v_native_transfer_ops_test.c	original line 169	1	1	1	1	0	0	1	0	2026-08-23T21:47:34Z	2026-08-23T21:47:34Z	PRRT_kwDOR3YK5M6biXQN	unassessed	inspect-current-main-and-history
work-r3v-native-recording-c-r3v-cmdbeginquery-f57553b30383	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdbeginquery	2	2	1	2	0	0	2	0	2026-08-23T21:55:06Z	2026-08-23T21:55:07Z	PRRT_kwDOR3YK5M6biZ2F	unassessed	inspect-current-main-and-history
work-r3v-native-recording-c-r3v-cmdfillbuffer-00c7cf77fb22	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdfillbuffer	2	2	1	2	0	0	2	0	2026-08-23T21:55:06Z	2026-08-23T21:55:06Z	PRRT_kwDOR3YK5M6biZ2B	unassessed	inspect-current-main-and-history
work-r3v-native-recording-c-r3v-cmdblitimage-0a4212bf4b12	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdblitimage	3	3	3	2	1	0	3	0	2026-08-23T21:55:07Z	2026-08-26T02:12:15Z	PRRT_kwDOR3YK5M6biZ2J	unassessed	inspect-current-main-and-history
work-r3v-native-transfer-ops-test-c-original-line-344-9f612a985544	src/amd/r300/vulkan/tests/r3v_native_transfer_ops_test.c	original line 344	1	1	1	1	0	0	1	0	2026-08-23T21:55:07Z	2026-08-23T21:55:07Z	PRRT_kwDOR3YK5M6biZ2M	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-r3v-cmdbinddescriptorsets-vkcommandbuffer-commandbu-c29168f34ac1	src/amd/r300/vulkan/r3v_native_compute.c	r3v cmdbinddescriptorsets vkcommandbuffer commandbuffer	2	2	1	2	0	0	2	0	2026-08-23T21:59:35Z	2026-08-23T21:59:35Z	PRRT_kwDOR3YK5M6bibVq	unassessed	inspect-current-main-and-history
work-r3v-native-descriptor-test-c-check-update-poison-const-struct-de0168abcf31	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	check update poison const struct fixture f	3	3	1	3	0	0	3	0	2026-08-23T21:59:35Z	2026-08-23T21:59:35Z	PRRT_kwDOR3YK5M6bibVs	unassessed	inspect-current-main-and-history
work-r3v-native-h-struct-r3v-native-vertex-stream-desc-48564f5af6d1	src/amd/r300/vulkan/r3v_native.h	struct r3v native vertex stream desc	1	1	1	1	0	0	1	0	2026-08-23T22:03:52Z	2026-08-23T22:03:52Z	PRRT_kwDOR3YK5M6bicrk	unassessed	inspect-current-main-and-history
work-r3v-native-pipeline-c-fixed-state-matches-cell-const-vkgraphicspipelinec-e421fcd80050	src/amd/r300/vulkan/r3v_native_pipeline.c	fixed state matches cell const vkgraphicspipelinecreateinfo info	1	1	1	1	0	0	1	0	2026-08-23T22:15:13Z	2026-08-23T22:15:13Z	PRRT_kwDOR3YK5M6bigfg	unassessed	inspect-current-main-and-history
work-r3v-private-h-extern-c-63a21abce17b	src/amd/r300/vulkan/r3v_private.h	extern c	1	1	1	1	0	0	1	0	2026-08-23T22:16:21Z	2026-08-23T22:16:21Z	PRRT_kwDOR3YK5M6big3F	unassessed	inspect-current-main-and-history
work-r3v-native-object-c-r3v-resetevent-vkdevice-device-vkevent-event-010649ed9072	src/amd/r300/vulkan/r3v_native_object.c	r3v resetevent vkdevice device vkevent event	2	2	1	2	0	0	2	0	2026-08-23T22:25:42Z	2026-08-23T22:25:43Z	PRRT_kwDOR3YK5M6bij-h	unassessed	inspect-current-main-and-history
work-r3v-native-recording-c-r3v-native-copy-buffer-range-ok-218308edec53	src/amd/r300/vulkan/r3v_native_recording.c	r3v native copy buffer range ok const struct r3v native buffer buffer	2	2	2	2	0	0	2	0	2026-08-23T22:25:42Z	2026-08-23T22:32:15Z	PRRT_kwDOR3YK5M6bij-j	unassessed	inspect-current-main-and-history
work-r3v-native-object-lifetime-test-c-check-sampler-use-fail-988552c6abb0	src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c	check sampler use fail closed const struct fixture f	1	1	1	1	0	0	1	0	2026-08-23T22:25:43Z	2026-08-23T22:25:43Z	PRRT_kwDOR3YK5M6bij-p	unassessed	inspect-current-main-and-history
work-r3v-native-recording-c-r3v-cmdresetevent-b71a8165ef41	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdresetevent	1	1	1	1	0	0	1	0	2026-08-23T22:25:43Z	2026-08-23T22:25:43Z	PRRT_kwDOR3YK5M6bij-k	unassessed	inspect-current-main-and-history
work-r3v-native-object-lifetime-test-c-check-query-zero-span-2e2a1a740763	src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c	check query zero span const struct fixture f	1	1	1	1	0	0	1	0	2026-08-23T22:26:59Z	2026-08-23T22:26:59Z	PRRT_kwDOR3YK5M6bikcK	unassessed	inspect-current-main-and-history
work-r3v-native-recording-c-r3v-cmdendquery-290ec3676967	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdendquery	2	2	1	2	0	0	2	0	2026-08-23T22:26:59Z	2026-08-23T22:26:59Z	PRRT_kwDOR3YK5M6bikcH	unassessed	inspect-current-main-and-history
work-r3v-native-object-lifetime-test-c-check-host-events-const-3759cddb8cfb	src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c	check host events const struct fixture f	3	3	1	3	0	0	3	0	2026-08-23T22:28:47Z	2026-08-23T22:28:47Z	PRRT_kwDOR3YK5M6bilH6	unassessed	inspect-current-main-and-history
work-r3v-native-entrypoint-audit-py-original-line-117-96d316a099a4	src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py	original line 117	1	1	1	1	0	0	1	0	2026-08-23T22:32:15Z	2026-08-23T22:32:15Z	PRRT_kwDOR3YK5M6bimU6	unassessed	inspect-current-main-and-history
work-r3v-native-h-struct-r3v-native-query-pool-0d4140e72d67	src/amd/r300/vulkan/r3v_native.h	struct r3v native query pool	1	1	1	1	0	0	1	0	2026-08-23T22:32:15Z	2026-08-23T22:32:15Z	PRRT_kwDOR3YK5M6bimU2	unassessed	inspect-current-main-and-history
work-r3v-native-object-c-r3v-destroyquerypool-vkdevice-device-vkquerypool-poo-5750f88c4dc1	src/amd/r300/vulkan/r3v_native_object.c	r3v destroyquerypool vkdevice device vkquerypool pool	1	1	1	1	0	0	1	0	2026-08-23T22:32:15Z	2026-08-23T22:32:15Z	PRRT_kwDOR3YK5M6bimU0	unassessed	inspect-current-main-and-history
work-r3v-native-advertised-surface-audit-py-original-line-88-8875412fb5af	src/amd/r300/vulkan/tests/r3v_native_advertised_surface_audit.py	original line 88	1	1	1	1	0	0	1	0	2026-08-23T22:32:51Z	2026-08-23T22:32:51Z	PRRT_kwDOR3YK5M6bimgN	unassessed	inspect-current-main-and-history
work-r3v-native-advertised-surface-audit-py-original-line-91-1843d1bc339f	src/amd/r300/vulkan/tests/r3v_native_advertised_surface_audit.py	original line 91	1	1	1	1	0	0	1	0	2026-08-23T22:32:51Z	2026-08-23T22:32:51Z	PRRT_kwDOR3YK5M6bimgL	unassessed	inspect-current-main-and-history
work-r3v-physical-device-c-r3v-physical-device-init-limits-struct-45aed731754b	src/amd/r300/vulkan/r3v_physical_device.c	r3v physical device init limits struct vk properties const props	1	1	1	1	0	0	1	0	2026-08-23T22:32:51Z	2026-08-23T22:32:51Z	PRRT_kwDOR3YK5M6bimgO	unassessed	inspect-current-main-and-history
work-r300-chip-identity-c-r300-chip-identity-lookup-uint16-t-a4c6ad918548	src/amd/r300/common/r300_chip_identity.c	r300 chip identity lookup uint16 t pci vendor uint16 t pci device	1	1	1	1	0	0	1	0	2026-08-23T23:07:40Z	2026-08-23T23:07:40Z	PRRT_kwDOR3YK5M6biyBH	unassessed	inspect-current-main-and-history
work-r300-chip-identity-c-r300-die-class-from-family-enum-682ed9ff8ce5	src/amd/r300/common/r300_chip_identity.c	r300 die class from family enum radeon family family	1	1	1	1	0	0	1	0	2026-08-23T23:07:41Z	2026-08-23T23:07:41Z	PRRT_kwDOR3YK5M6biyBL	unassessed	inspect-current-main-and-history
work-r300-chip-identity-h-enum-r300-die-class-5504e961d82f	src/amd/r300/common/r300_chip_identity.h	enum r300 die class	1	1	1	1	0	0	1	0	2026-08-23T23:07:41Z	2026-08-23T23:07:41Z	PRRT_kwDOR3YK5M6biyBP	unassessed	inspect-current-main-and-history
work-r300-common-boundary-audit-py-def-strip-outer-parentheses-expression-f1a75268c1d1	src/amd/r300/common/tests/r300_common_boundary_audit.py	def strip outer parentheses expression str str	2	2	1	2	0	0	2	0	2026-08-24T01:33:25Z	2026-08-24T01:33:25Z	PRRT_kwDOR3YK5M6bjpd0	unassessed	inspect-current-main-and-history
work-r3v-vulkan-memory-model-over-radeon-drm-md-original-line-2290898a0779	docs/hardware/r3v-vulkan-memory-model-over-radeon-drm.md	original line 25	1	1	1	1	0	0	1	0	2026-08-24T15:47:19Z	2026-08-24T15:47:19Z	PRRT_kwDOR3YK5M6bwiXS	unassessed	inspect-current-main-and-history
work-r3v-vulkan-memory-model-over-radeon-drm-md-original-line-5a67a3d2cc77	docs/hardware/r3v-vulkan-memory-model-over-radeon-drm.md	original line 12	1	1	1	1	0	0	1	0	2026-08-24T15:47:19Z	2026-08-24T15:47:19Z	PRRT_kwDOR3YK5M6bwiWv	unassessed	inspect-current-main-and-history
work-r3v-vulkan-memory-model-over-radeon-drm-md-original-line-82ad985edbbf	docs/hardware/r3v-vulkan-memory-model-over-radeon-drm.md	original line 122	1	1	1	1	0	0	1	0	2026-08-24T15:47:19Z	2026-08-24T15:47:19Z	PRRT_kwDOR3YK5M6bwiXB	unassessed	inspect-current-main-and-history
work-r3v-vulkan-memory-model-over-radeon-drm-md-original-line-8a25174be548	docs/hardware/r3v-vulkan-memory-model-over-radeon-drm.md	original line 135	1	1	1	1	0	0	1	0	2026-08-24T15:47:19Z	2026-08-24T15:47:19Z	PRRT_kwDOR3YK5M6bwiXJ	unassessed	inspect-current-main-and-history
work-r3v-vulkan-memory-model-over-radeon-drm-md-original-line-abcb566c316c	docs/hardware/r3v-vulkan-memory-model-over-radeon-drm.md	original line 118	1	1	1	1	0	0	1	0	2026-08-24T15:47:19Z	2026-08-24T15:47:19Z	PRRT_kwDOR3YK5M6bwiW6	unassessed	inspect-current-main-and-history
work-r3v-native-memory-model-harness-c-original-line-213-e6db7aab47eb	src/amd/r300/vulkan/tests/r3v_native_memory_model_harness.c	original line 213	1	1	1	1	0	0	1	0	2026-08-24T15:52:22Z	2026-08-24T15:52:22Z	PRRT_kwDOR3YK5M6bwo0W	unassessed	inspect-current-main-and-history
work-r3v-native-memory-model-harness-c-original-line-242-369a732053be	src/amd/r300/vulkan/tests/r3v_native_memory_model_harness.c	original line 242	1	1	1	1	0	0	1	0	2026-08-24T15:52:22Z	2026-08-24T15:52:22Z	PRRT_kwDOR3YK5M6bwo0V	unassessed	inspect-current-main-and-history
work-r3v-native-memory-model-harness-c-original-line-302-89a27d094337	src/amd/r300/vulkan/tests/r3v_native_memory_model_harness.c	original line 302	1	1	1	1	0	0	1	0	2026-08-24T15:52:22Z	2026-08-24T15:52:22Z	PRRT_kwDOR3YK5M6bwo0Y	unassessed	inspect-current-main-and-history
work-r3v-native-memory-model-harness-c-original-line-361-affd671ba30d	src/amd/r300/vulkan/tests/r3v_native_memory_model_harness.c	original line 361	1	1	1	1	0	0	1	0	2026-08-24T15:52:22Z	2026-08-24T15:52:22Z	PRRT_kwDOR3YK5M6bwo0b	unassessed	inspect-current-main-and-history
work-r3v-native-memory-model-harness-c-original-line-387-b9a95739acdd	src/amd/r300/vulkan/tests/r3v_native_memory_model_harness.c	original line 387	1	1	1	1	0	0	1	0	2026-08-24T15:52:22Z	2026-08-24T15:52:22Z	PRRT_kwDOR3YK5M6bwo0P	unassessed	inspect-current-main-and-history
work-r3v-native-memory-concurrency-harness-c-original-line-220-b952813920e9	src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c	original line 220	1	1	1	1	0	0	1	0	2026-08-24T15:54:36Z	2026-08-24T15:54:36Z	PRRT_kwDOR3YK5M6bwr41	unassessed	inspect-current-main-and-history
work-r3v-native-memory-concurrency-harness-c-original-line-315-8887f7a2c1d4	src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c	original line 315	1	1	1	1	0	0	1	0	2026-08-24T15:54:36Z	2026-08-24T15:54:36Z	PRRT_kwDOR3YK5M6bwr49	unassessed	inspect-current-main-and-history
work-r3v-native-memory-concurrency-harness-c-original-line-332-386d51d1a0a3	src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c	original line 332	1	1	1	1	0	0	1	0	2026-08-24T15:54:36Z	2026-08-24T15:54:36Z	PRRT_kwDOR3YK5M6bwr4w	unassessed	inspect-current-main-and-history
work-r3v-native-memory-concurrency-harness-c-original-line-93-bb3681ff1108	src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c	original line 93	1	1	1	1	0	0	1	0	2026-08-24T15:54:36Z	2026-08-24T15:54:36Z	PRRT_kwDOR3YK5M6bwr45	unassessed	inspect-current-main-and-history
work-meson-build-if-with-tests-and-with-tools-contains-drm-1eebd483b0f6	src/amd/r300/vulkan/meson.build	if with tests and with tools contains drm shim and cc get define	3	3	3	3	0	0	3	0	2026-08-24T15:56:46Z	2026-08-26T15:24:30Z	PRRT_kwDOR3YK5M6bwuq4	unassessed	inspect-current-main-and-history
work-r3v-kernel-memory-contract-pin-py-original-line-56-c8a8dc4fa107	src/amd/r300/vulkan/tests/r3v_kernel_memory_contract_pin.py	original line 56	2	2	1	2	0	0	2	0	2026-08-24T15:56:46Z	2026-08-24T15:56:46Z	PRRT_kwDOR3YK5M6bwurA	unassessed	inspect-current-main-and-history
work-r3v-kernel-memory-contract-pin-py-original-line-79-defbd1c3718e	src/amd/r300/vulkan/tests/r3v_kernel_memory_contract_pin.py	original line 79	1	1	1	1	0	0	1	0	2026-08-24T15:56:46Z	2026-08-24T15:56:46Z	PRRT_kwDOR3YK5M6bwuq9	unassessed	inspect-current-main-and-history
work-r3v-kernel-memory-contract-pins-tsv-original-line-10-dfc01d1e71ea	src/amd/r300/vulkan/tests/r3v_kernel_memory_contract_pins.tsv	original line 10	1	1	1	1	0	0	1	0	2026-08-24T15:56:46Z	2026-08-24T15:56:46Z	PRRT_kwDOR3YK5M6bwuq0	unassessed	inspect-current-main-and-history
work-r3v-vulkan10-requirement-inventory-py-original-line-104-79cb6ccf9de5	src/amd/r300/vulkan/tests/r3v_vulkan10_requirement_inventory.py	original line 104	1	1	1	1	0	0	1	0	2026-08-24T19:40:38Z	2026-08-24T19:40:38Z	PRRT_kwDOR3YK5M6b1DP_	unassessed	inspect-current-main-and-history
work-r3v-vulkan10-requirement-inventory-py-original-line-146-d5a99589e107	src/amd/r300/vulkan/tests/r3v_vulkan10_requirement_inventory.py	original line 146	1	1	1	1	0	0	1	0	2026-08-24T19:40:38Z	2026-08-24T19:40:38Z	PRRT_kwDOR3YK5M6b1DP0	unassessed	inspect-current-main-and-history
work-r3v-vulkan10-requirement-inventory-py-original-line-256-3885d5d5fb51	src/amd/r300/vulkan/tests/r3v_vulkan10_requirement_inventory.py	original line 256	1	1	1	1	0	0	1	0	2026-08-24T19:40:38Z	2026-08-24T19:40:38Z	PRRT_kwDOR3YK5M6b1DQD	unassessed	inspect-current-main-and-history
work-r3v-vulkan10-requirement-inventory-py-original-line-87-64d65c7174d2	src/amd/r300/vulkan/tests/r3v_vulkan10_requirement_inventory.py	original line 87	1	1	1	1	0	0	1	0	2026-08-24T19:40:38Z	2026-08-24T19:40:38Z	PRRT_kwDOR3YK5M6b1DP6	unassessed	inspect-current-main-and-history
work-r3v-advertised-surface-deqp-binding-tsv-original-line-8-9b9190c10f30	src/amd/r300/vulkan/tests/r3v_advertised_surface_deqp_binding.tsv	original line 8	1	1	1	1	0	0	1	0	2026-08-24T19:55:10Z	2026-08-24T19:55:10Z	PRRT_kwDOR3YK5M6b1VSk	unassessed	inspect-current-main-and-history
work-r3v-advertised-surface-deqp-binding-py-original-line-110-4e7f62c15c6a	src/amd/r300/vulkan/tests/r3v_advertised_surface_deqp_binding.py	original line 110	1	1	1	1	0	0	1	0	2026-08-24T19:55:11Z	2026-08-24T19:55:11Z	PRRT_kwDOR3YK5M6b1VSo	unassessed	inspect-current-main-and-history
work-r3v-native-object-lifetime-test-c-check-buffer-binding-const-414936dceb58	src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c	check buffer binding const struct fixture f	1	1	1	1	0	0	1	0	2026-08-24T19:55:11Z	2026-08-24T19:55:11Z	PRRT_kwDOR3YK5M6b1VSr	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-r3v-cmddispatch-vkcommandbuffer-commandbuffer-uint3-ab9e110639fe	src/amd/r300/vulkan/r3v_native_compute.c	r3v cmddispatch vkcommandbuffer commandbuffer uint32 t groupcountx	1	1	1	1	0	0	0	1	2026-08-24T20:04:47Z	2026-08-24T20:04:47Z	PRRT_kwDOR3YK5M6b1g0R	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-r3v-createdescriptorsetlayout-vkdevice-device-f637baf936e2	src/amd/r300/vulkan/r3v_native_compute.c	r3v createdescriptorsetlayout vkdevice device	1	1	1	1	0	0	1	0	2026-08-24T20:04:47Z	2026-08-24T20:04:47Z	PRRT_kwDOR3YK5M6b1g0M	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-r3v-updatedescriptorsets-vkdevice-device-uint32-t-08f2e8c91222	src/amd/r300/vulkan/r3v_native_compute.c	r3v updatedescriptorsets vkdevice device uint32 t descriptorwritecount	2	2	1	2	0	0	1	1	2026-08-24T20:04:47Z	2026-08-24T20:29:55Z	PRRT_kwDOR3YK5M6b1g0H	unassessed	inspect-current-main-and-history
work-r3v-native-recording-c-r3v-cmdclearcolorimage-64444ff4dc3d	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdclearcolorimage	1	1	1	1	0	0	1	0	2026-08-24T20:12:10Z	2026-08-24T20:12:10Z	PRRT_kwDOR3YK5M6b1pYE	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-fixture-info-qpa-original-line-8-69ebb996569c	src/amd/r300/vulkan/tests/r3v_conformance_runner_fixture_info.qpa	original line 8	1	1	1	1	0	0	1	0	2026-08-24T20:12:38Z	2026-08-24T20:12:38Z	PRRT_kwDOR3YK5M6b1p6S	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-233-89aeb9bc6035	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 233	1	1	1	1	0	0	1	0	2026-08-24T20:12:38Z	2026-08-24T20:12:38Z	PRRT_kwDOR3YK5M6b1p6V	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-312-ed542a491718	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 312	1	1	1	1	0	0	1	0	2026-08-24T20:12:38Z	2026-08-24T20:12:38Z	PRRT_kwDOR3YK5M6b1p6J	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-389-986d8425236a	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 389	1	1	1	1	0	0	1	0	2026-08-24T20:12:38Z	2026-08-24T20:12:38Z	PRRT_kwDOR3YK5M6b1p6C	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-435-f7fbe186c089	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 435	1	1	1	1	0	0	1	0	2026-08-24T20:12:38Z	2026-08-24T20:12:38Z	PRRT_kwDOR3YK5M6b1p6O	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-480-db9770ec16d2	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 480	1	1	1	1	0	0	1	0	2026-08-24T20:12:38Z	2026-08-24T20:12:38Z	PRRT_kwDOR3YK5M6b1p5-	unassessed	inspect-current-main-and-history
work-r3v-conformance-nonpass-ledger-tsv-original-line-2-eb6786ee734c	src/amd/r300/vulkan/tests/r3v_conformance_nonpass_ledger.tsv	original line 2	1	1	1	1	0	0	1	0	2026-08-24T20:12:39Z	2026-08-24T20:12:39Z	PRRT_kwDOR3YK5M6b1p6h	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-257-dfe379ae9ad8	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 257	1	1	1	1	0	0	1	0	2026-08-24T20:12:39Z	2026-08-24T20:12:39Z	PRRT_kwDOR3YK5M6b1p6r	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-292-7b84d11cd052	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 292	1	1	1	1	0	0	1	0	2026-08-24T20:12:39Z	2026-08-24T20:12:39Z	PRRT_kwDOR3YK5M6b1p6Z	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-541-2012bc3e8353	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 541	1	1	1	1	0	0	1	0	2026-08-24T20:12:39Z	2026-08-24T20:12:39Z	PRRT_kwDOR3YK5M6b1p6x	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-original-line-71-fd38879168a2	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 71	1	1	1	1	0	0	1	0	2026-08-24T20:12:39Z	2026-08-24T20:12:39Z	PRRT_kwDOR3YK5M6b1p6m	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-mechanisms-sharing-one-radix-i-90605bf41617	docs/hardware/rs482-composed-surface-campaign.md	mechanisms sharing one radix i q 2048 r and no unified law	1	1	1	1	0	0	1	0	2026-08-24T20:17:02Z	2026-08-24T20:17:02Z	PRRT_kwDOR3YK5M6b1vLd	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-original-line-121-49413c777376	docs/hardware/rs482-composed-surface-campaign.md	original line 121	1	1	1	1	0	0	1	0	2026-08-24T20:20:06Z	2026-08-24T20:20:06Z	PRRT_kwDOR3YK5M6b1yx8	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-original-line-66-34cc4deb44f1	docs/hardware/rs482-composed-surface-campaign.md	original line 66	1	1	1	1	0	0	1	0	2026-08-24T20:20:06Z	2026-08-24T20:20:06Z	PRRT_kwDOR3YK5M6b1yyE	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-original-line-69-aff02bb65584	docs/hardware/rs482-composed-surface-campaign.md	original line 69	1	1	1	1	0	0	1	0	2026-08-24T20:20:06Z	2026-08-24T20:20:06Z	PRRT_kwDOR3YK5M6b1yyH	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-original-line-89-6451ba7fd79a	docs/hardware/rs482-composed-surface-campaign.md	original line 89	1	1	1	1	0	0	1	0	2026-08-24T20:20:06Z	2026-08-24T20:20:06Z	PRRT_kwDOR3YK5M6b1yyP	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-original-line-91-0eec86493025	docs/hardware/rs482-composed-surface-campaign.md	original line 91	1	1	1	1	0	0	1	0	2026-08-24T20:20:06Z	2026-08-24T20:20:06Z	PRRT_kwDOR3YK5M6b1yx3	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-original-line-100-95c52e577bd3	docs/hardware/rs482-composed-surface-campaign.md	original line 100	1	1	1	1	0	0	1	0	2026-08-24T20:20:07Z	2026-08-24T20:20:07Z	PRRT_kwDOR3YK5M6b1yyX	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-original-line-103-36dcd5bb4583	docs/hardware/rs482-composed-surface-campaign.md	original line 103	1	1	1	1	0	0	1	0	2026-08-24T20:20:07Z	2026-08-24T20:20:07Z	PRRT_kwDOR3YK5M6b1yyU	unassessed	inspect-current-main-and-history
work-rs482-composed-surface-campaign-md-original-line-112-73094d075525	docs/hardware/rs482-composed-surface-campaign.md	original line 112	1	1	1	1	0	0	1	0	2026-08-24T20:20:07Z	2026-08-24T20:20:07Z	PRRT_kwDOR3YK5M6b1yye	unassessed	inspect-current-main-and-history
work-r3v-native-attended-compute-identity-c-main-int-argc-char-738f8cf99079	src/amd/r300/vulkan/tests/r3v_native_attended_compute_identity.c	main int argc char argv	1	1	1	1	0	0	1	0	2026-08-24T20:21:15Z	2026-08-24T20:21:15Z	PRRT_kwDOR3YK5M6b10J2	unassessed	inspect-current-main-and-history
work-r3v-physical-device-c-r3v-getphysicaldevicequeuefamilyproperties2-vkphys-19ae2db7502b	src/amd/r300/vulkan/r3v_physical_device.c	r3v getphysicaldevicequeuefamilyproperties2 vkphysicaldevice physicaldevice	1	1	1	1	0	0	0	1	2026-08-24T20:21:15Z	2026-08-24T20:21:15Z	PRRT_kwDOR3YK5M6b10Jz	unassessed	inspect-current-main-and-history
work-r3v-vulkan10-requirement-inventory-py-def-parse-granted-features-physica-6d6e7cac2131	src/amd/r300/vulkan/tests/r3v_vulkan10_requirement_inventory.py	def parse granted features physical device text	1	1	1	1	0	0	1	0	2026-08-24T20:21:15Z	2026-08-24T20:21:15Z	PRRT_kwDOR3YK5M6b10Jt	unassessed	inspect-current-main-and-history
work-r3v-conformance-nonpass-ledger-tsv-waiver-waiver-deqp-vk-accepted-23f46c206294	src/amd/r300/vulkan/tests/r3v_conformance_nonpass_ledger.tsv	waiver waiver deqp vk accepted a waived case is a khronos granted exceptio	2	2	2	1	1	0	2	0	2026-08-24T20:29:55Z	2026-08-26T02:11:34Z	PRRT_kwDOR3YK5M6b1-TQ	unassessed	inspect-current-main-and-history
work-r300-compute-verb-c-static-const-struct-r300-compute-verb-e298b05a31e3	src/amd/r300/common/r300_compute_verb.c	static const struct r300 compute verb row rows r300 compute verb count	2	2	1	2	0	0	2	0	2026-08-24T20:32:31Z	2026-08-24T20:32:31Z	PRRT_kwDOR3YK5M6b2Bd-	unassessed	inspect-current-main-and-history
work-r3v-conformance-partition-py-original-line-216-0809d4e66236	src/amd/r300/vulkan/tests/r3v_conformance_partition.py	original line 216	1	1	1	1	0	0	1	0	2026-08-24T21:55:46Z	2026-08-24T21:55:46Z	PRRT_kwDOR3YK5M6b3cja	unassessed	inspect-current-main-and-history
work-r3v-conformance-partition-py-original-line-245-a2f69a5dda2b	src/amd/r300/vulkan/tests/r3v_conformance_partition.py	original line 245	1	1	1	1	0	0	0	1	2026-08-24T21:55:46Z	2026-08-24T21:55:46Z	PRRT_kwDOR3YK5M6b3cjY	unassessed	inspect-current-main-and-history
work-r3v-conformance-runner-py-class-runnerrefusal-exception-2f5da6707149	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	class runnerrefusal exception	3	3	1	3	0	0	2	1	2026-08-24T21:55:46Z	2026-08-24T22:18:59Z	PRRT_kwDOR3YK5M6b3cjS	unassessed	inspect-current-main-and-history
work-r3v-conformance-partition-py-original-line-255-2d1db908f12d	src/amd/r300/vulkan/tests/r3v_conformance_partition.py	original line 255	1	1	1	1	0	0	1	0	2026-08-24T22:12:53Z	2026-08-24T22:12:53Z	PRRT_kwDOR3YK5M6b3tnS	unassessed	inspect-current-main-and-history
