work_group_id	review_path	source_anchor	thread_count	claim_group_count	pull_request_count	merged_pull_request_threads	closed_pull_request_threads	open_pull_request_threads	current_threads	outdated_threads	oldest_thread_created_at	newest_thread_created_at	representative_thread_id	classification_state	next_action
work-r300-pm4-compose-h-original-line-37-c0b032443e4c	src/amd/r300/common/r300_pm4_compose.h	original line 37	1	1	1	1	0	0	1	0	2026-08-16T01:39:45Z	2026-08-16T01:39:45Z	PRRT_kwDOR3YK5M6Zj9sg	unassessed	inspect-current-main-and-history
work-r300-r2vb-reingest-compose-parity-test-c-original-line-109-a8e7ea9893ff	src/amd/r300/common/tests/r300_r2vb_reingest_compose_parity_test.c	original line 109	1	1	1	1	0	0	1	0	2026-08-16T01:56:02Z	2026-08-16T01:56:02Z	PRRT_kwDOR3YK5M6ZkBxx	unassessed	inspect-current-main-and-history
work-r3v-native-attended-float2-tuple-procedure-md-producer-cell-host-00f279c830ed	docs/hardware/r3v-native-attended-float2-tuple-procedure.md	producer cell host test s ndebug assert erasure segfault fixed in	1	1	1	1	0	0	1	0	2026-08-16T03:13:19Z	2026-08-16T03:13:19Z	PRRT_kwDOR3YK5M6ZkUvF	unassessed	inspect-current-main-and-history
work-r300-r2vb-reingest-compose-parity-test-c-main-void-0663bcaf5282	src/amd/r300/common/tests/r300_r2vb_reingest_compose_parity_test.c	main void	1	1	1	1	0	0	1	0	2026-08-16T13:16:49Z	2026-08-16T13:16:49Z	PRRT_kwDOR3YK5M6Zm_Mk	unassessed	inspect-current-main-and-history
work-r3v-native-status-load-machine-c-original-line-219-e4798369535b	src/amd/r300/vulkan/tests/r3v_native_status_load_machine.c	original line 219	1	1	1	1	0	0	1	0	2026-08-16T21:38:07Z	2026-08-16T21:38:07Z	PRRT_kwDOR3YK5M6ZpvmN	unassessed	inspect-current-main-and-history
work-r3v-native-status-load-machine-c-original-line-24-2cdddcdbd68b	src/amd/r300/vulkan/tests/r3v_native_status_load_machine.c	original line 24	1	1	1	1	0	0	1	0	2026-08-16T21:38:07Z	2026-08-16T21:38:07Z	PRRT_kwDOR3YK5M6ZpvmP	unassessed	inspect-current-main-and-history
work-r3v-native-status-load-machine-c-original-line-253-9a501207c2af	src/amd/r300/vulkan/tests/r3v_native_status_load_machine.c	original line 253	1	1	1	1	0	0	1	0	2026-08-16T21:38:07Z	2026-08-16T21:38:07Z	PRRT_kwDOR3YK5M6ZpvmV	unassessed	inspect-current-main-and-history
work-r3v-native-status-load-machine-c-original-line-92-4881287da589	src/amd/r300/vulkan/tests/r3v_native_status_load_machine.c	original line 92	1	1	1	1	0	0	1	0	2026-08-16T21:38:07Z	2026-08-16T21:38:07Z	PRRT_kwDOR3YK5M6ZpvmL	unassessed	inspect-current-main-and-history
work-r3v-native-status-load-machine-test-c-original-line-368-e6de72baa5db	src/amd/r300/vulkan/tests/r3v_native_status_load_machine_test.c	original line 368	1	1	1	1	0	0	1	0	2026-08-16T21:38:07Z	2026-08-16T21:38:07Z	PRRT_kwDOR3YK5M6ZpvmS	unassessed	inspect-current-main-and-history
work-r300-screen-c-static-void-r300-query-memory-info-struct-c8fd947a65f3	src/gallium/drivers/r300/r300_screen.c	static void r300 query memory info struct pipe screen pscreen	1	1	1	1	0	0	1	0	2026-08-16T21:40:51Z	2026-08-16T21:40:51Z	PRRT_kwDOR3YK5M6Zpwd7	unassessed	inspect-current-main-and-history
work-r3v-native-attended-status-load-float2-tuple-c-original-line-c7a0c9cb6543	src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c	original line 675	1	1	1	1	0	0	1	0	2026-08-17T00:33:28Z	2026-08-17T00:33:28Z	PRRT_kwDOR3YK5M6ZqoN-	unassessed	inspect-current-main-and-history
work-r3v-native-attended-status-load-float2-tuple-c-original-line-df8de5c5816b	src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c	original line 198	1	1	1	1	0	0	1	0	2026-08-17T00:33:28Z	2026-08-17T00:33:28Z	PRRT_kwDOR3YK5M6ZqoN_	unassessed	inspect-current-main-and-history
work-r3v-native-attended-status-load-float2-tuple-c-original-line-f54e01d99599	src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c	original line 670	1	1	1	1	0	0	1	0	2026-08-17T00:33:28Z	2026-08-17T00:33:28Z	PRRT_kwDOR3YK5M6ZqoOA	unassessed	inspect-current-main-and-history
work-r3v-native-serial-cell-harness-c-original-line-127-041f3de92859	src/amd/r300/vulkan/tests/r3v_native_serial_cell_harness.c	original line 127	1	1	1	1	0	0	1	0	2026-08-17T02:35:30Z	2026-08-17T02:35:30Z	PRRT_kwDOR3YK5M6ZrX1D	unassessed	inspect-current-main-and-history
work-r3v-native-queue-c-r3v-native-queue-submit-struct-vk-606161d6cc8c	src/amd/r300/vulkan/r3v_native_queue.c	r3v native queue submit struct vk queue queue base	17	17	10	17	0	0	17	0	2026-08-17T02:35:31Z	2026-08-25T20:45:52Z	PRRT_kwDOR3YK5M6ZrX1F	unassessed	inspect-current-main-and-history
work-r3v-native-attended-status-load-float2-tuple-c-main-int-fb54988b9c3c	src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c	main int argc char argv	7	7	3	7	0	0	7	0	2026-08-17T05:06:54Z	2026-08-19T15:41:34Z	PRRT_kwDOR3YK5M6Zsg50	unassessed	inspect-current-main-and-history
work-gitlab-ci-inc-yml-original-line-16-5815e441adad	src/gallium/drivers/r300/ci/gitlab-ci-inc.yml	original line 16	1	1	1	1	0	0	1	0	2026-08-17T22:08:34Z	2026-08-17T22:08:34Z	PRRT_kwDOR3YK5M6Z6OSA	unassessed	inspect-current-main-and-history
work-r300-r2vb-c-original-line-1-894922fba941	src/gallium/drivers/r300/r300_r2vb.c	original line 1	1	1	1	1	0	0	1	0	2026-08-17T22:08:34Z	2026-08-17T22:08:34Z	PRRT_kwDOR3YK5M6Z6OR5	unassessed	inspect-current-main-and-history
work-r3v-pipeline-c-original-line-1-4d2bfd508529	src/amd/r300/vulkan/r3v_pipeline.c	original line 1	1	1	1	1	0	0	1	0	2026-08-17T22:08:34Z	2026-08-17T22:08:34Z	PRRT_kwDOR3YK5M6Z6OR9	unassessed	inspect-current-main-and-history
work-r300-r2vb-nir-c-original-line-186-2ed3671830cd	src/amd/r300/compiler/r300_r2vb_nir.c	original line 186	1	1	1	1	0	0	1	0	2026-08-19T01:40:42Z	2026-08-19T01:40:42Z	PRRT_kwDOR3YK5M6aUhQv	unassessed	inspect-current-main-and-history
work-r300-pm4-builder-c-r300-pm4-emit-vertex-index-range-a7bc10050f7d	src/amd/r300/common/r300_pm4_builder.c	r300 pm4 emit vertex index range struct r300 pm4 builder b	1	1	1	1	0	0	1	0	2026-08-19T02:04:19Z	2026-08-19T02:04:19Z	PRRT_kwDOR3YK5M6aUw6Y	unassessed	inspect-current-main-and-history
work-r3v-native-attended-status-load-float2-tuple-c-op-submit-ab0e3d2c2bb8	src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c	op submit void ctx uint32 t iteration	1	1	1	1	0	0	1	0	2026-08-19T04:12:56Z	2026-08-19T04:12:56Z	PRRT_kwDOR3YK5M6aV-cS	unassessed	inspect-current-main-and-history
work-r3v-native-attended-status-load-float2-tuple-c-sampler-pump-2feaeee9dae6	src/amd/r300/vulkan/tests/r3v_native_attended_status_load_float2_tuple.c	sampler pump struct serial run run int timeout ms	1	1	1	1	0	0	1	0	2026-08-19T04:12:56Z	2026-08-19T04:12:56Z	PRRT_kwDOR3YK5M6aV-cU	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-job-c-original-line-129-b538663f8fb5	src/amd/r300/cpu/r300_cpu_vertex_job.c	original line 129	1	1	1	1	0	0	1	0	2026-08-19T14:14:03Z	2026-08-19T14:14:03Z	PRRT_kwDOR3YK5M6aftQu	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-job-c-original-line-179-04739a373024	src/amd/r300/cpu/r300_cpu_vertex_job.c	original line 179	1	1	1	1	0	0	1	0	2026-08-19T14:14:03Z	2026-08-19T14:14:03Z	PRRT_kwDOR3YK5M6aftQZ	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-job-c-original-line-21-3526a313bbf5	src/amd/r300/cpu/r300_cpu_vertex_job.c	original line 21	1	1	1	1	0	0	1	0	2026-08-19T14:14:03Z	2026-08-19T14:14:03Z	PRRT_kwDOR3YK5M6aftQk	unassessed	inspect-current-main-and-history
work-r300-vertex-job-nir-c-original-line-203-e67db47e2dc1	src/amd/r300/compiler/r300_vertex_job_nir.c	original line 203	1	1	1	1	0	0	1	0	2026-08-19T14:33:35Z	2026-08-19T14:33:35Z	PRRT_kwDOR3YK5M6agIl4	unassessed	inspect-current-main-and-history
work-r300-vertex-job-nir-h-original-line-19-07943736b651	src/amd/r300/compiler/r300_vertex_job_nir.h	original line 19	1	1	1	1	0	0	1	0	2026-08-19T14:33:35Z	2026-08-19T14:33:35Z	PRRT_kwDOR3YK5M6agIl-	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-job-c-int-r300-cpu-vertex-job-0740e4669a9f	src/amd/r300/cpu/r300_cpu_vertex_job.c	int r300 cpu vertex job execute const struct r300 vertex job job	1	1	1	1	0	0	1	0	2026-08-19T15:35:07Z	2026-08-19T15:35:07Z	PRRT_kwDOR3YK5M6ahapL	unassessed	inspect-current-main-and-history
work-r300-r2vb-float2-tuple-pass-c-static-const-uint32-t-722f21945261	src/amd/r300/common/r300_r2vb_float2_tuple_pass.c	static const uint32 t tuple psc ext 8	1	1	1	1	0	0	1	0	2026-08-19T17:31:25Z	2026-08-19T17:31:25Z	PRRT_kwDOR3YK5M6ajnPI	unassessed	inspect-current-main-and-history
work-r3v-native-burst-cell-harness-c-main-void-4d21aa527654	src/amd/r300/vulkan/tests/r3v_native_burst_cell_harness.c	main void	3	3	2	3	0	0	2	1	2026-08-19T17:31:25Z	2026-08-22T21:08:55Z	PRRT_kwDOR3YK5M6ajnPC	unassessed	inspect-current-main-and-history
work-run-r2vb-float2-tuple-burst-replay-sh-bundle-bd82899929f0	src/amd/r300/common/tests/run_r2vb_float2_tuple_burst_replay.sh	bundle	1	1	1	1	0	0	1	0	2026-08-19T17:31:25Z	2026-08-19T17:31:25Z	PRRT_kwDOR3YK5M6ajnPN	unassessed	inspect-current-main-and-history
work-r3v-native-separation-audit-py-original-line-150-d4ef891140af	src/amd/r300/vulkan/tests/r3v_native_separation_audit.py	original line 150	1	1	1	1	0	0	1	0	2026-08-19T23:00:53Z	2026-08-19T23:00:53Z	PRRT_kwDOR3YK5M6ao71M	unassessed	inspect-current-main-and-history
work-r3v-native-separation-audit-py-original-line-180-0030b932fdbd	src/amd/r300/vulkan/tests/r3v_native_separation_audit.py	original line 180	1	1	1	1	0	0	1	0	2026-08-19T23:00:53Z	2026-08-19T23:00:53Z	PRRT_kwDOR3YK5M6ao71N	unassessed	inspect-current-main-and-history
work-r3v-native-separation-audit-py-original-line-72-99117368a48a	src/amd/r300/vulkan/tests/r3v_native_separation_audit.py	original line 72	1	1	1	1	0	0	1	0	2026-08-19T23:00:53Z	2026-08-19T23:00:53Z	PRRT_kwDOR3YK5M6ao71J	unassessed	inspect-current-main-and-history
work-r3v-physical-device-c-original-line-30-3678a66b20b4	src/amd/r300/vulkan/r3v_physical_device.c	original line 30	1	1	1	1	0	0	1	0	2026-08-19T23:00:53Z	2026-08-19T23:00:53Z	PRRT_kwDOR3YK5M6ao71O	unassessed	inspect-current-main-and-history
work-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab	docs/hardware/r3v-implementation-boundaries.md	r2vb migration follows the fixed triangle and cpu route	5	5	1	5	0	0	5	0	2026-08-19T23:40:29Z	2026-08-19T23:44:05Z	PRRT_kwDOR3YK5M6apYcc	unassessed	inspect-current-main-and-history
work-r3v-native-attended-public-gpu-producer-c-original-line-660-8f50a3dc25da	src/amd/r300/vulkan/tests/r3v_native_attended_public_gpu_producer.c	original line 660	1	1	1	1	0	0	1	0	2026-08-20T03:56:22Z	2026-08-20T03:56:22Z	PRRT_kwDOR3YK5M6arxS9	unassessed	inspect-current-main-and-history
work-r3v-native-attended-public-gpu-producer-c-original-line-706-04c4fad575d9	src/amd/r300/vulkan/tests/r3v_native_attended_public_gpu_producer.c	original line 706	1	1	1	1	0	0	1	0	2026-08-20T03:56:22Z	2026-08-20T03:56:22Z	PRRT_kwDOR3YK5M6arxTE	unassessed	inspect-current-main-and-history
work-r3v-native-cell-c-r3v-native-deferred-draw-admit-gpu-6dd3e8545a1b	src/amd/r300/vulkan/r3v_native_cell.c	r3v native deferred draw admit gpu producer	2	2	2	2	0	0	2	0	2026-08-20T03:56:22Z	2026-08-23T22:16:21Z	PRRT_kwDOR3YK5M6arxTB	unassessed	inspect-current-main-and-history
work-r3v-native-public-gpu-producer-arming-runner-check-py-original-3b3b94ad9cd0	src/amd/r300/vulkan/tests/r3v_native_public_gpu_producer_arming_runner_check.py	original line 141	1	1	1	1	0	0	1	0	2026-08-20T03:56:22Z	2026-08-20T03:56:22Z	PRRT_kwDOR3YK5M6arxTA	unassessed	inspect-current-main-and-history
work-r3v-native-attended-public-gpu-producer-c-main-int-argc-912f341d9dd8	src/amd/r300/vulkan/tests/r3v_native_attended_public_gpu_producer.c	main int argc char argv	1	1	1	1	0	0	1	0	2026-08-20T04:12:52Z	2026-08-20T04:12:52Z	PRRT_kwDOR3YK5M6ar7bc	unassessed	inspect-current-main-and-history
work-r3v-native-attended-public-gpu-producer-procedure-md-this-document-6cca234cd89c	docs/hardware/r3v-native-attended-public-gpu-producer-procedure.md	this document adds only what the public route changes	1	1	1	1	0	0	1	0	2026-08-20T04:12:52Z	2026-08-20T04:12:52Z	PRRT_kwDOR3YK5M6ar7bd	unassessed	inspect-current-main-and-history
work-claude-md-original-line-7-fcdb94b0b1ef	build-infra/CLAUDE.md	original line 7	1	1	1	1	0	0	1	0	2026-08-20T06:09:15Z	2026-08-20T06:09:15Z	PRRT_kwDOR3YK5M6atMbC	unassessed	inspect-current-main-and-history
work-r3v-native-object-c-r3v-native-validate-mapped-ranges-struct-fb8313134b68	src/amd/r300/vulkan/r3v_native_object.c	r3v native validate mapped ranges struct r3v native device device	1	1	1	1	0	0	0	1	2026-08-20T06:29:36Z	2026-08-20T06:29:36Z	PRRT_kwDOR3YK5M6atdGL	unassessed	inspect-current-main-and-history
work-meson-build-if-with-tests-0d619494ec18	src/amd/r300/cpu/meson.build	if with tests	1	1	1	1	0	0	1	0	2026-08-20T17:25:18Z	2026-08-20T17:25:18Z	PRRT_kwDOR3YK5M6a5hLN	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-job-bench-c-original-line-488-ae49204e157d	src/amd/r300/cpu/tests/r300_cpu_vertex_job_bench.c	original line 488	1	1	1	1	0	0	1	0	2026-08-20T17:25:18Z	2026-08-20T17:25:18Z	PRRT_kwDOR3YK5M6a5hLJ	unassessed	inspect-current-main-and-history
work-r3v-native-public-surface-harness-c-main-void-9ef80fd09665	src/amd/r300/vulkan/tests/r3v_native_public_surface_harness.c	main void	3	3	2	3	0	0	3	0	2026-08-20T20:57:59Z	2026-08-23T22:20:26Z	PRRT_kwDOR3YK5M6a9Q3q	unassessed	inspect-current-main-and-history
work-r300-cpu-vertex-job-c-static-uint32-t-float-result-20a5f2f9a401	src/amd/r300/cpu/r300_cpu_vertex_job.c	static uint32 t float result to bits float value	1	1	1	1	0	0	1	0	2026-08-20T21:39:58Z	2026-08-20T21:39:58Z	PRRT_kwDOR3YK5M6a98_4	unassessed	inspect-current-main-and-history
work-r300-zb-depth-control-cell-h-original-line-103-2bdd7fa80890	src/amd/r300/common/r300_zb_depth_control_cell.h	original line 103	1	1	1	1	0	0	1	0	2026-08-20T21:49:44Z	2026-08-20T21:49:44Z	PRRT_kwDOR3YK5M6a-G_F	unassessed	inspect-current-main-and-history
work-r3v-native-attended-zb-depth-control-c-original-line-12-7ad42ef8f055	src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c	original line 12	1	1	1	1	0	0	1	0	2026-08-20T21:49:44Z	2026-08-20T21:49:44Z	PRRT_kwDOR3YK5M6a-G-x	unassessed	inspect-current-main-and-history
work-r3v-native-attended-zb-depth-control-c-original-line-126-fcc45122f8cb	src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c	original line 126	1	1	1	1	0	0	1	0	2026-08-20T21:49:44Z	2026-08-20T21:49:44Z	PRRT_kwDOR3YK5M6a-G_L	unassessed	inspect-current-main-and-history
work-r3v-native-attended-zb-depth-control-c-original-line-382-a96e9cae3dc6	src/amd/r300/vulkan/tests/r3v_native_attended_zb_depth_control.c	original line 382	1	1	1	1	0	0	1	0	2026-08-20T21:49:44Z	2026-08-20T21:49:44Z	PRRT_kwDOR3YK5M6a-G-u	unassessed	inspect-current-main-and-history
work-r3v-native-zb-depth-control-harness-c-original-line-195-b9bf1276c6ed	src/amd/r300/vulkan/tests/r3v_native_zb_depth_control_harness.c	original line 195	1	1	1	1	0	0	1	0	2026-08-20T21:49:44Z	2026-08-20T21:49:44Z	PRRT_kwDOR3YK5M6a-G-6	unassessed	inspect-current-main-and-history
work-r3v-native-zb-depth-control-harness-c-original-line-373-846e8cc0585c	src/amd/r300/vulkan/tests/r3v_native_zb_depth_control_harness.c	original line 373	1	1	1	1	0	0	1	0	2026-08-20T21:49:44Z	2026-08-20T21:49:44Z	PRRT_kwDOR3YK5M6a-G-3	unassessed	inspect-current-main-and-history
work-run-zb-depth-control-replay-sh-original-line-68-79ff64cf2289	src/amd/r300/common/tests/run_zb_depth_control_replay.sh	original line 68	1	1	1	1	0	0	1	0	2026-08-20T21:49:44Z	2026-08-20T21:49:44Z	PRRT_kwDOR3YK5M6a-G_A	unassessed	inspect-current-main-and-history
work-r3v-native-attended-route-dispatch-timing-c-original-line-713-530ee31cd823	src/amd/r300/vulkan/tests/r3v_native_attended_route_dispatch_timing.c	original line 713	1	1	1	1	0	0	1	0	2026-08-21T00:23:08Z	2026-08-21T00:23:08Z	PRRT_kwDOR3YK5M6a_7y4	unassessed	inspect-current-main-and-history
work-r3v-native-attended-route-dispatch-timing-c-original-line-774-9c134032c702	src/amd/r300/vulkan/tests/r3v_native_attended_route_dispatch_timing.c	original line 774	1	1	1	1	0	0	1	0	2026-08-21T00:23:08Z	2026-08-21T00:23:08Z	PRRT_kwDOR3YK5M6a_7y7	unassessed	inspect-current-main-and-history
work-pkgbuild-link-into-usr-05754d71c4ad	build-infra/packaging/mesa-gororoba-debug-optimized/PKGBUILD	link into usr	3	3	2	3	0	0	3	0	2026-08-21T00:42:40Z	2026-08-22T22:05:11Z	PRRT_kwDOR3YK5M6bAJeM	unassessed	inspect-current-main-and-history
work-r3v-native-attended-route-dispatch-timing-c-main-int-argc-a96b4aadbee5	src/amd/r300/vulkan/tests/r3v_native_attended_route_dispatch_timing.c	main int argc char argv	2	2	2	2	0	0	2	0	2026-08-21T00:42:40Z	2026-08-21T00:56:27Z	PRRT_kwDOR3YK5M6bAJeQ	unassessed	inspect-current-main-and-history
work-pkgbuild-check-9c1cc6d665fe	build-infra/packaging/mesa-gororoba-debug-optimized/PKGBUILD	check	1	1	1	1	0	0	1	0	2026-08-21T00:45:07Z	2026-08-21T00:45:07Z	PRRT_kwDOR3YK5M6bAK9e	unassessed	inspect-current-main-and-history
work-r3v-qualification-inventory-py-def-evaluate-registered-set-str-options-3f7d4c7e2fb6	src/amd/r300/vulkan/tests/r3v_qualification_inventory.py	def evaluate registered set str options dict str object	1	1	1	1	0	0	1	0	2026-08-21T00:45:07Z	2026-08-21T00:45:07Z	PRRT_kwDOR3YK5M6bAK9Z	unassessed	inspect-current-main-and-history
work-r3v-native-burst-cell-harness-c-run-burst-leg-vkinstance-aa8bd4a0156f	src/amd/r300/vulkan/tests/r3v_native_burst_cell_harness.c	run burst leg vkinstance instance	1	1	1	1	0	0	1	0	2026-08-21T00:59:40Z	2026-08-21T00:59:40Z	PRRT_kwDOR3YK5M6bAUDt	unassessed	inspect-current-main-and-history
work-rs482-native-delivery-route-admission-and-oracle-model-md-original-9c6fce4e46a2	docs/hardware/rs482-native-delivery-route-admission-and-oracle-model.md	original line 84	1	1	1	1	0	0	1	0	2026-08-21T00:59:41Z	2026-08-21T00:59:41Z	PRRT_kwDOR3YK5M6bAUD1	unassessed	inspect-current-main-and-history
work-rs482-native-delivery-route-admission-and-oracle-model-md-original-f7fda9046382	docs/hardware/rs482-native-delivery-route-admission-and-oracle-model.md	original line 349	1	1	1	1	0	0	1	0	2026-08-21T00:59:41Z	2026-08-21T00:59:41Z	PRRT_kwDOR3YK5M6bAUDz	unassessed	inspect-current-main-and-history
work-r3v-implementation-boundaries-md-exit-status-0c0ea6485e2f	docs/hardware/r3v-implementation-boundaries.md	exit status	1	1	1	1	0	0	1	0	2026-08-21T01:11:26Z	2026-08-21T01:11:26Z	PRRT_kwDOR3YK5M6bAatl	unassessed	inspect-current-main-and-history
work-r3v-native-cell-c-r3v-native-deferred-draw-verify-gpu-399e0b9192ec	src/amd/r300/vulkan/r3v_native_cell.c	r3v native deferred draw verify gpu producer	1	1	1	1	0	0	1	0	2026-08-21T01:11:26Z	2026-08-21T01:11:26Z	PRRT_kwDOR3YK5M6bAatc	unassessed	inspect-current-main-and-history
work-rs482-native-delivery-route-admission-and-oracle-model-md-make-6339d9ba4cbf	docs/hardware/rs482-native-delivery-route-admission-and-oracle-model.md	make configure build test	2	2	1	2	0	0	2	0	2026-08-21T01:11:26Z	2026-08-21T01:11:26Z	PRRT_kwDOR3YK5M6bAatf	unassessed	inspect-current-main-and-history
work-r300-delivery-route-h-original-line-23-0fccff7a8f49	src/amd/r300/common/r300_delivery_route.h	original line 23	2	2	1	2	0	0	2	0	2026-08-21T06:39:43Z	2026-08-21T06:44:44Z	PRRT_kwDOR3YK5M6bD2er	unassessed	inspect-current-main-and-history
work-r300-delivery-route-h-original-line-16-4811b05294ac	src/amd/r300/common/r300_delivery_route.h	original line 16	1	1	1	1	0	0	1	0	2026-08-21T06:44:44Z	2026-08-21T06:44:44Z	PRRT_kwDOR3YK5M6bD75G	unassessed	inspect-current-main-and-history
work-r300-delivery-route-h-original-line-19-d5afc944939e	src/amd/r300/common/r300_delivery_route.h	original line 19	2	2	1	2	0	0	2	0	2026-08-21T06:44:44Z	2026-08-21T06:44:44Z	PRRT_kwDOR3YK5M6bD747	unassessed	inspect-current-main-and-history
work-r3v-implementation-boundaries-md-symbol-aa6b666dbb62	docs/hardware/r3v-implementation-boundaries.md	symbol	5	5	2	5	0	0	5	0	2026-08-21T07:11:04Z	2026-08-21T08:31:33Z	PRRT_kwDOR3YK5M6bEYn2	unassessed	inspect-current-main-and-history
work-r300-cpu-compute-job-c-original-line-39-8e7a32b31e5b	src/amd/r300/cpu/r300_cpu_compute_job.c	original line 39	1	1	1	1	0	0	1	0	2026-08-21T08:31:32Z	2026-08-21T08:31:32Z	PRRT_kwDOR3YK5M6bF0Bq	unassessed	inspect-current-main-and-history
work-r300-cpu-compute-job-c-original-line-52-c7f087d76583	src/amd/r300/cpu/r300_cpu_compute_job.c	original line 52	1	1	1	1	0	0	1	0	2026-08-21T08:31:32Z	2026-08-21T08:31:32Z	PRRT_kwDOR3YK5M6bF0Bc	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-original-line-429-3ab72980ee73	src/amd/r300/vulkan/r3v_native_compute.c	original line 429	1	1	1	1	0	0	1	0	2026-08-21T08:31:32Z	2026-08-21T08:31:32Z	PRRT_kwDOR3YK5M6bF0Bl	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-original-line-503-ed6b565eff37	src/amd/r300/vulkan/r3v_native_compute.c	original line 503	1	1	1	1	0	0	1	0	2026-08-21T08:31:32Z	2026-08-21T08:31:32Z	PRRT_kwDOR3YK5M6bF0Bg	unassessed	inspect-current-main-and-history
work-r300-compute-spirv-c-original-line-456-65bb4cd79ca7	src/amd/r300/common/r300_compute_spirv.c	original line 456	1	1	1	1	0	0	1	0	2026-08-21T08:31:33Z	2026-08-21T08:31:33Z	PRRT_kwDOR3YK5M6bF0B5	unassessed	inspect-current-main-and-history
work-r300-cpu-compute-job-c-original-line-81-940bc1d9c460	src/amd/r300/cpu/r300_cpu_compute_job.c	original line 81	1	1	1	1	0	0	1	0	2026-08-21T08:31:33Z	2026-08-21T08:31:33Z	PRRT_kwDOR3YK5M6bF0Bw	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-original-line-172-ddf5f8614090	src/amd/r300/vulkan/r3v_native_compute.c	original line 172	1	1	1	1	0	0	1	0	2026-08-21T08:31:33Z	2026-08-21T08:31:33Z	PRRT_kwDOR3YK5M6bF0B2	unassessed	inspect-current-main-and-history
work-r3v-native-compute-c-original-line-188-dbd566cd59dd	src/amd/r300/vulkan/r3v_native_compute.c	original line 188	1	1	1	1	0	0	1	0	2026-08-21T08:31:33Z	2026-08-21T08:31:33Z	PRRT_kwDOR3YK5M6bF0B-	unassessed	inspect-current-main-and-history
work-r300-vertex-spirv-c-original-line-333-847ec89c12bd	src/amd/r300/common/r300_vertex_spirv.c	original line 333	1	1	1	1	0	0	1	0	2026-08-21T08:53:41Z	2026-08-21T08:53:41Z	PRRT_kwDOR3YK5M6bGNqz	unassessed	inspect-current-main-and-history
work-r300-vertex-spirv-c-original-line-716-80ba25f94641	src/amd/r300/common/r300_vertex_spirv.c	original line 716	1	1	1	1	0	0	1	0	2026-08-21T08:53:41Z	2026-08-21T08:53:41Z	PRRT_kwDOR3YK5M6bGNq5	unassessed	inspect-current-main-and-history
work-r3v-qualification-inventory-py-original-line-138-3c76e5fafff2	src/amd/r300/vulkan/tests/r3v_qualification_inventory.py	original line 138	1	1	1	1	0	0	1	0	2026-08-21T08:53:41Z	2026-08-21T08:53:41Z	PRRT_kwDOR3YK5M6bGNq9	unassessed	inspect-current-main-and-history
work-r300-vertex-spirv-c-original-line-359-1243ed43fc17	src/amd/r300/common/r300_vertex_spirv.c	original line 359	1	1	1	1	0	0	1	0	2026-08-21T09:05:30Z	2026-08-21T09:05:30Z	PRRT_kwDOR3YK5M6bGb9D	unassessed	inspect-current-main-and-history
work-r3v-physical-device-c-r3v-physical-device-init-features-struct-bd2d88b13b70	src/amd/r300/vulkan/r3v_physical_device.c	r3v physical device init features struct vk features features	1	1	1	1	0	0	1	0	2026-08-21T09:05:30Z	2026-08-21T09:05:30Z	PRRT_kwDOR3YK5M6bGb9I	unassessed	inspect-current-main-and-history
work-r3v-physical-device-c-r3v-hybrid-compute-enabled-void-9458755a9117	src/amd/r300/vulkan/r3v_physical_device.c	r3v hybrid compute enabled void	1	1	1	1	0	0	1	0	2026-08-21T22:07:59Z	2026-08-21T22:07:59Z	PRRT_kwDOR3YK5M6bTm1P	unassessed	inspect-current-main-and-history
work-vk-physical-device-features-gen-py-def-condition-self-physical-ce2951e59c7b	src/vulkan/util/vk_physical_device_features_gen.py	def condition self physical dev	3	3	1	3	0	0	3	0	2026-08-21T22:14:02Z	2026-08-21T22:16:58Z	PRRT_kwDOR3YK5M6bTq4D	unassessed	inspect-current-main-and-history
work-r3v-identity-map-c-r3v-const-fill-dispatch-replay-struct-09476c60a722	src/amd/r300/vulkan/r3v_identity_map.c	r3v const fill dispatch replay struct r3v device device	3	3	1	3	0	0	3	0	2026-08-21T23:46:35Z	2026-08-21T23:46:35Z	PRRT_kwDOR3YK5M6bUqtT	unassessed	inspect-current-main-and-history
